Unidade do agendamento,Grupo,Mês Atendimento,Procedimentos Padronizados,Quantidade (cortesia),Custo Direto (corteisa)
SANTO AMARO,ESTÉTICA,Maio,HIDRATAÇÃO,23,532.68
SANTO AMARO,ESTÉTICA,Maio,LIMPEZA DE PELE,14,556.36
SANTO AMARO,ESTÉTICA,Maio,PEELING DE DIAMANTE,94,3074.7400000000002
SANTO AMARO,ESTÉTICA,Maio,RADIOFREQUÊNCIA,8,229.2
SANTO AMARO,ESTÉTICA,Março,CARBOXITERAPIA,2,48.24
SANTO AMARO,ESTÉTICA,Março,HIDRATAÇÃO,35,810.6
SANTO AMARO,ESTÉTICA,Março,LIMPEZA DE PELE,20,794.8000000000001
SANTO AMARO,ESTÉTICA,Março,PEELING DE DIAMANTE,99,3238.29
SANTO AMARO,ESTÉTICA,Março,RADIOFREQUÊNCIA,6,171.89999999999998
SANTO AMARO,ESTÉTICA,Novembro,HIDRATAÇÃO,12,277.92
SANTO AMARO,ESTÉTICA,Novembro,LIMPEZA DE PELE,3,119.22
SANTO AMARO,ESTÉTICA,Novembro,PEELING DE DIAMANTE,43,1406.53
SANTO AMARO,ESTÉTICA,Outubro,CARBOXITERAPIA,1,24.12
SANTO AMARO,ESTÉTICA,Outubro,HIDRATAÇÃO,18,416.88
SANTO AMARO,ESTÉTICA,Outubro,LIMPEZA DE PELE,8,317.92
SANTO AMARO,ESTÉTICA,Outubro,PEELING DE DIAMANTE,98,3205.58
SANTO AMARO,ESTÉTICA,Outubro,PRÓ- SHAPE,1,39.7
SANTO AMARO,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,1,28.65
SANTO AMARO,ESTÉTICA,Setembro,HECCUS,1,21.6
SANTO AMARO,ESTÉTICA,Setembro,HIDRATAÇÃO,26,602.16
SANTO AMARO,ESTÉTICA,Setembro,LIMPEZA DE PELE,6,238.44
SANTO AMARO,ESTÉTICA,Setembro,PEELING DE DIAMANTE,98,3205.58
SANTO AMARO,ESTÉTICA,Setembro,PRÓ- SHAPE,1,39.7
SANTO AMARO,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,2,57.3
SANTO AMARO,LAVIEEN,Abril,LAVIEEN,58,5611.5
SANTO AMARO,LAVIEEN,Agosto,LAVIEEN,54,5224.5
SANTO AMARO,LAVIEEN,Fevereiro,LAVIEEN,31,2999.25
SANTO AMARO,LAVIEEN,Julho,LAVIEEN,56,5418.0
SANTO AMARO,LAVIEEN,Junho,LAVIEEN,42,4063.5
SANTO AMARO,LAVIEEN,Maio,LAVIEEN,48,4644.0
SANTO AMARO,LAVIEEN,Março,LAVIEEN,41,3966.75
SANTO AMARO,LAVIEEN,Novembro,LAVIEEN,62,5998.5
SANTO AMARO,LAVIEEN,Outubro,LAVIEEN,56,5418.0
SANTO AMARO,LAVIEEN,Setembro,LAVIEEN,42,4063.5
SANTO AMARO,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,2,615.64
SANTO AMARO,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,2,615.64
SANTO AMARO,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,1,307.82
SANTOS,ESTÉTICA,Abril,CARBOXITERAPIA,1,24.12
SANTOS,ESTÉTICA,Abril,HIDRATAÇÃO,7,162.12
SANTOS,ESTÉTICA,Abril,LIMPEZA DE PELE,26,1033.24
SANTOS,ESTÉTICA,Abril,PEELING DE DIAMANTE,57,1864.47
SANTOS,ESTÉTICA,Abril,RADIOFREQUÊNCIA,11,315.15
SANTOS,ESTÉTICA,Agosto,CARBOXITERAPIA,2,48.24
SANTOS,ESTÉTICA,Agosto,HECCUS,7,151.20000000000002
SANTOS,ESTÉTICA,Agosto,HIDRATAÇÃO,38,880.08
SANTOS,ESTÉTICA,Agosto,LIMPEZA DE PELE,7,278.18
SANTOS,ESTÉTICA,Agosto,PEELING DE DIAMANTE,57,1864.47
SANTOS,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,10,286.5
SANTOS,ESTÉTICA,Fevereiro,CARBOXITERAPIA,1,24.12
SANTOS,ESTÉTICA,Fevereiro,HIDRATAÇÃO,33,764.28
SANTOS,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,25,993.5
SANTOS,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,19,621.49
SANTOS,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,6,171.89999999999998
SANTOS,ESTÉTICA,Julho,CARBOXITERAPIA,1,24.12
SANTOS,ESTÉTICA,Julho,HIDRATAÇÃO,2,46.32
SANTOS,ESTÉTICA,Julho,LIMPEZA DE PELE,14,556.36
SANTOS,ESTÉTICA,Julho,PEELING DE DIAMANTE,72,2355.12
SANTOS,ESTÉTICA,Julho,RADIOFREQUÊNCIA,4,114.6
SANTOS,ESTÉTICA,Junho,HECCUS,1,21.6
SANTOS,ESTÉTICA,Junho,HIDRATAÇÃO,5,115.8
SANTOS,ESTÉTICA,Junho,LIMPEZA DE PELE,17,675.58
SANTOS,ESTÉTICA,Junho,PEELING DE DIAMANTE,92,3009.32
SANTOS,ESTÉTICA,Junho,RADIOFREQUÊNCIA,6,171.89999999999998
SANTOS,ESTÉTICA,Maio,HIDRATAÇÃO,11,254.76
SANTOS,ESTÉTICA,Maio,LIMPEZA DE PELE,31,1231.94
SANTOS,ESTÉTICA,Maio,PEELING DE DIAMANTE,74,2420.54
SANTOS,ESTÉTICA,Maio,RADIOFREQUÊNCIA,6,171.89999999999998
SANTOS,ESTÉTICA,Março,CARBOXITERAPIA,6,144.72
SANTOS,ESTÉTICA,Março,HIDRATAÇÃO,24,555.84
SANTOS,ESTÉTICA,Março,LIMPEZA DE PELE,21,834.5400000000001
SANTOS,ESTÉTICA,Março,PEELING DE DIAMANTE,21,686.91
SANTOS,ESTÉTICA,Março,RADIOFREQUÊNCIA,15,429.75
SANTOS,ESTÉTICA,Novembro,HIDRATAÇÃO,4,92.64
SANTOS,ESTÉTICA,Novembro,LIMPEZA DE PELE,4,158.96
SANTOS,ESTÉTICA,Novembro,PEELING DE DIAMANTE,17,556.07
SANTOS,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,1,28.65
SANTOS,ESTÉTICA,Outubro,CARBOXITERAPIA,5,120.60000000000001
SANTOS,ESTÉTICA,Outubro,HECCUS,2,43.2
SANTOS,ESTÉTICA,Outubro,HIDRATAÇÃO,11,254.76
SANTOS,ESTÉTICA,Outubro,LIMPEZA DE PELE,15,596.1
SANTOS,ESTÉTICA,Outubro,PEELING DE DIAMANTE,18,588.78
SANTOS,ESTÉTICA,Outubro,PRÓ- SHAPE,1,39.7
SANTOS,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,8,229.2
SANTOS,ESTÉTICA,Setembro,CARBOXITERAPIA,5,120.60000000000001
SANTOS,ESTÉTICA,Setembro,HECCUS,7,151.20000000000002
SANTOS,ESTÉTICA,Setembro,HIDRATAÇÃO,22,509.52
SANTOS,ESTÉTICA,Setembro,LIMPEZA DE PELE,10,397.40000000000003
SANTOS,ESTÉTICA,Setembro,PEELING DE DIAMANTE,31,1014.01
SANTOS,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,8,229.2
SANTOS,LAVIEEN,Abril,LAVIEEN,54,5224.5
SANTOS,LAVIEEN,Agosto,LAVIEEN,48,4644.0
SANTOS,LAVIEEN,Fevereiro,LAVIEEN,52,5031.0
SANTOS,LAVIEEN,Julho,LAVIEEN,34,3289.5
SANTOS,LAVIEEN,Junho,LAVIEEN,43,4160.25
SANTOS,LAVIEEN,Maio,LAVIEEN,43,4160.25
SANTOS,LAVIEEN,Março,LAVIEEN,44,4257.0
SANTOS,LAVIEEN,Novembro,LAVIEEN,17,1644.75
SANTOS,LAVIEEN,Outubro,LAVIEEN,142,13738.5
SANTOS,LAVIEEN,Setembro,LAVIEEN,45,4353.75
SANTOS,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,3,923.46
SANTOS,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,1,307.82
SOROCABA,ESTÉTICA,Abril,HECCUS,1,21.6
SOROCABA,ESTÉTICA,Abril,HIDRATAÇÃO,3,69.48
SOROCABA,ESTÉTICA,Abril,LIMPEZA DE PELE,19,755.0600000000001
SOROCABA,ESTÉTICA,Abril,PEELING DE DIAMANTE,62,2028.02
SOROCABA,ESTÉTICA,Abril,RADIOFREQUÊNCIA,9,257.84999999999997
SOROCABA,ESTÉTICA,Agosto,HECCUS,1,21.6
SOROCABA,ESTÉTICA,Agosto,HIDRATAÇÃO,16,370.56
SOROCABA,ESTÉTICA,Agosto,LIMPEZA DE PELE,9,357.66
SOROCABA,ESTÉTICA,Agosto,PEELING DE DIAMANTE,72,2355.12
SOROCABA,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,2,57.3
SOROCABA,ESTÉTICA,Fevereiro,HIDRATAÇÃO,3,69.48
SOROCABA,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,5,198.70000000000002
SOROCABA,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,42,1373.82
SOROCABA,ESTÉTICA,Fevereiro,PRÓ- SHAPE,1,39.7
SOROCABA,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,22,630.3
SOROCABA,ESTÉTICA,Julho,LIMPEZA DE PELE,5,198.70000000000002
SOROCABA,ESTÉTICA,Julho,PEELING DE DIAMANTE,89,2911.19
SOROCABA,ESTÉTICA,Julho,RADIOFREQUÊNCIA,10,286.5
SOROCABA,ESTÉTICA,Junho,HIDRATAÇÃO,1,23.16
SOROCABA,ESTÉTICA,Junho,LIMPEZA DE PELE,7,278.18
SOROCABA,ESTÉTICA,Junho,PEELING DE DIAMANTE,63,2060.73
SOROCABA,ESTÉTICA,Junho,RADIOFREQUÊNCIA,7,200.54999999999998
SOROCABA,ESTÉTICA,Maio,HIDRATAÇÃO,3,69.48
SOROCABA,ESTÉTICA,Maio,LIMPEZA DE PELE,12,476.88
SOROCABA,ESTÉTICA,Maio,PEELING DE DIAMANTE,84,2747.64
SOROCABA,ESTÉTICA,Maio,RADIOFREQUÊNCIA,9,257.84999999999997
SOROCABA,ESTÉTICA,Março,HIDRATAÇÃO,5,115.8
SOROCABA,ESTÉTICA,Março,LIMPEZA DE PELE,24,953.76
SOROCABA,ESTÉTICA,Março,PEELING DE DIAMANTE,42,1373.82
SOROCABA,ESTÉTICA,Março,RADIOFREQUÊNCIA,19,544.35
SOROCABA,ESTÉTICA,Novembro,HIDRATAÇÃO,4,92.64
SOROCABA,ESTÉTICA,Novembro,PEELING DE DIAMANTE,22,719.62
SOROCABA,ESTÉTICA,Outubro,HIDRATAÇÃO,11,254.76
SOROCABA,ESTÉTICA,Outubro,LIMPEZA DE PELE,3,119.22
SOROCABA,ESTÉTICA,Outubro,PEELING DE DIAMANTE,32,1046.72
SOROCABA,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,1,28.65
SOROCABA,ESTÉTICA,Setembro,HECCUS,1,21.6
SOROCABA,ESTÉTICA,Setembro,HIDRATAÇÃO,19,440.04
SOROCABA,ESTÉTICA,Setembro,LIMPEZA DE PELE,5,198.70000000000002
SOROCABA,ESTÉTICA,Setembro,PEELING DE DIAMANTE,33,1079.43
SOROCABA,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,4,114.6
SOROCABA,LAVIEEN,Abril,LAVIEEN,33,3192.75
SOROCABA,LAVIEEN,Agosto,LAVIEEN,76,7353.0
SOROCABA,LAVIEEN,Fevereiro,LAVIEEN,36,3483.0
SOROCABA,LAVIEEN,Julho,LAVIEEN,57,5514.75
SOROCABA,LAVIEEN,Junho,LAVIEEN,55,5321.25
SOROCABA,LAVIEEN,Maio,LAVIEEN,54,5224.5
SOROCABA,LAVIEEN,Março,LAVIEEN,71,6869.25
SOROCABA,LAVIEEN,Novembro,LAVIEEN,30,2902.5
SOROCABA,LAVIEEN,Outubro,LAVIEEN,65,6288.75
SOROCABA,LAVIEEN,Setembro,LAVIEEN,55,5321.25
SOROCABA,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,1,307.82
SÃO BERNARDO,ESTÉTICA,Novembro,HIDRATAÇÃO,1,23.16
SÃO BERNARDO,ESTÉTICA,Novembro,LIMPEZA DE PELE,2,79.48
SÃO BERNARDO,ESTÉTICA,Novembro,PEELING DE DIAMANTE,11,359.81
SÃO BERNARDO,ESTÉTICA,Outubro,HIDRATAÇÃO,3,69.48
SÃO BERNARDO,ESTÉTICA,Outubro,LIMPEZA DE PELE,9,357.66
SÃO BERNARDO,ESTÉTICA,Outubro,PEELING DE DIAMANTE,20,654.2
SÃO BERNARDO,ESTÉTICA,Setembro,HIDRATAÇÃO,2,46.32
SÃO BERNARDO,ESTÉTICA,Setembro,LIMPEZA DE PELE,2,79.48
SÃO BERNARDO,ESTÉTICA,Setembro,PEELING DE DIAMANTE,4,130.84
SÃO BERNARDO,LAVIEEN,Outubro,LAVIEEN,17,1644.75
TATUAPÉ,ESTÉTICA,Abril,CARBOXITERAPIA,5,120.60000000000001
TATUAPÉ,ESTÉTICA,Abril,HECCUS,2,43.2
TATUAPÉ,ESTÉTICA,Abril,HIDRATAÇÃO,9,208.44
TATUAPÉ,ESTÉTICA,Abril,LIMPEZA DE PELE,28,1112.72
TATUAPÉ,ESTÉTICA,Abril,PEELING DE DIAMANTE,129,4219.59
TATUAPÉ,ESTÉTICA,Abril,PRÓ- SHAPE,4,158.8
TATUAPÉ,ESTÉTICA,Abril,RADIOFREQUÊNCIA,15,429.75
TATUAPÉ,ESTÉTICA,Agosto,CARBOXITERAPIA,9,217.08
TATUAPÉ,ESTÉTICA,Agosto,HECCUS,1,21.6
TATUAPÉ,ESTÉTICA,Agosto,HIDRATAÇÃO,45,1042.2
TATUAPÉ,ESTÉTICA,Agosto,LIMPEZA DE PELE,25,993.5
TATUAPÉ,ESTÉTICA,Agosto,PEELING DE DIAMANTE,118,3859.78
TATUAPÉ,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,16,458.4
TATUAPÉ,ESTÉTICA,Fevereiro,CARBOXITERAPIA,1,24.12
TATUAPÉ,ESTÉTICA,Fevereiro,HECCUS,10,216.0
TATUAPÉ,ESTÉTICA,Fevereiro,HIDRATAÇÃO,36,833.76
TATUAPÉ,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,23,914.0200000000001
TATUAPÉ,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,82,2682.2200000000003
TATUAPÉ,ESTÉTICA,Fevereiro,PRÓ- SHAPE,1,39.7
TATUAPÉ,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,15,429.75
TATUAPÉ,ESTÉTICA,Julho,CARBOXITERAPIA,1,24.12
TATUAPÉ,ESTÉTICA,Julho,HECCUS,4,86.4
TATUAPÉ,ESTÉTICA,Julho,HIDRATAÇÃO,30,694.8
TATUAPÉ,ESTÉTICA,Julho,LIMPEZA DE PELE,16,635.84
TATUAPÉ,ESTÉTICA,Julho,PEELING DE DIAMANTE,92,3009.32
TATUAPÉ,ESTÉTICA,Julho,RADIOFREQUÊNCIA,21,601.65
TATUAPÉ,ESTÉTICA,Junho,CARBOXITERAPIA,3,72.36
TATUAPÉ,ESTÉTICA,Junho,HECCUS,5,108.0
TATUAPÉ,ESTÉTICA,Junho,HIDRATAÇÃO,16,370.56
TATUAPÉ,ESTÉTICA,Junho,LIMPEZA DE PELE,23,914.0200000000001
TATUAPÉ,ESTÉTICA,Junho,PEELING DE DIAMANTE,98,3205.58
TATUAPÉ,ESTÉTICA,Junho,PRÓ- SHAPE,1,39.7
TATUAPÉ,ESTÉTICA,Junho,RADIOFREQUÊNCIA,13,372.45
TATUAPÉ,ESTÉTICA,Maio,CARBOXITERAPIA,5,120.60000000000001
TATUAPÉ,ESTÉTICA,Maio,HECCUS,5,108.0
TATUAPÉ,ESTÉTICA,Maio,HIDRATAÇÃO,12,277.92
TATUAPÉ,ESTÉTICA,Maio,LIMPEZA DE PELE,29,1152.46
TATUAPÉ,ESTÉTICA,Maio,PEELING DE DIAMANTE,111,3630.81
TATUAPÉ,ESTÉTICA,Maio,PRÓ- SHAPE,1,39.7
TATUAPÉ,ESTÉTICA,Maio,RADIOFREQUÊNCIA,20,573.0
TATUAPÉ,ESTÉTICA,Março,HECCUS,2,43.2
TATUAPÉ,ESTÉTICA,Março,HIDRATAÇÃO,10,231.6
TATUAPÉ,ESTÉTICA,Março,LIMPEZA DE PELE,48,1907.52
TATUAPÉ,ESTÉTICA,Março,PEELING DE DIAMANTE,81,2649.51
TATUAPÉ,ESTÉTICA,Março,RADIOFREQUÊNCIA,9,257.84999999999997
TATUAPÉ,ESTÉTICA,Novembro,CARBOXITERAPIA,1,24.12
TATUAPÉ,ESTÉTICA,Novembro,HIDRATAÇÃO,16,370.56
TATUAPÉ,ESTÉTICA,Novembro,LIMPEZA DE PELE,20,794.8000000000001
TATUAPÉ,ESTÉTICA,Novembro,PEELING DE DIAMANTE,24,785.04
TATUAPÉ,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,4,114.6
TATUAPÉ,ESTÉTICA,Outubro,CARBOXITERAPIA,5,120.60000000000001
TATUAPÉ,ESTÉTICA,Outubro,HECCUS,4,86.4
TATUAPÉ,ESTÉTICA,Outubro,HIDRATAÇÃO,23,532.68
TATUAPÉ,ESTÉTICA,Outubro,LIMPEZA DE PELE,26,1033.24
TATUAPÉ,ESTÉTICA,Outubro,PEELING DE DIAMANTE,81,2649.51
TATUAPÉ,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,6,171.89999999999998
TATUAPÉ,ESTÉTICA,Setembro,CARBOXITERAPIA,8,192.96
TATUAPÉ,ESTÉTICA,Setembro,HECCUS,2,43.2
TATUAPÉ,ESTÉTICA,Setembro,HIDRATAÇÃO,23,532.68
TATUAPÉ,ESTÉTICA,Setembro,LIMPEZA DE PELE,20,794.8000000000001
TATUAPÉ,ESTÉTICA,Setembro,PEELING DE DIAMANTE,63,2060.73
TATUAPÉ,ESTÉTICA,Setembro,PRÓ- SHAPE,1,39.7
TATUAPÉ,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,10,286.5
TATUAPÉ,LAVIEEN,Abril,LAVIEEN,124,11997.0
TATUAPÉ,LAVIEEN,Agosto,LAVIEEN,67,6482.25
TATUAPÉ,LAVIEEN,Fevereiro,LAVIEEN,62,5998.5
TATUAPÉ,LAVIEEN,Julho,LAVIEEN,77,7449.75
TATUAPÉ,LAVIEEN,Junho,LAVIEEN,107,10352.25
TATUAPÉ,LAVIEEN,Maio,LAVIEEN,101,9771.75
TATUAPÉ,LAVIEEN,Março,LAVIEEN,55,5321.25
TATUAPÉ,LAVIEEN,Novembro,LAVIEEN,34,3289.5
TATUAPÉ,LAVIEEN,Outubro,LAVIEEN,125,12093.75
TATUAPÉ,LAVIEEN,Setembro,LAVIEEN,85,8223.75
TATUAPÉ,MEDICINA ESTÉTICA,Maio,BOTOX POWER,1,307.82
TATUAPÉ,MEDICINA ESTÉTICA,Março,BOTOX POWER,1,307.82
TIJUCA,ESTÉTICA,Abril,CARBOXITERAPIA,2,48.24
TIJUCA,ESTÉTICA,Abril,HECCUS,4,86.4
TIJUCA,ESTÉTICA,Abril,HIDRATAÇÃO,5,115.8
TIJUCA,ESTÉTICA,Abril,LIMPEZA DE PELE,25,993.5
TIJUCA,ESTÉTICA,Abril,PEELING DE DIAMANTE,106,3467.26
TIJUCA,ESTÉTICA,Abril,RADIOFREQUÊNCIA,30,859.5
TIJUCA,ESTÉTICA,Agosto,CARBOXITERAPIA,4,96.48
TIJUCA,ESTÉTICA,Agosto,HECCUS,10,216.0
TIJUCA,ESTÉTICA,Agosto,HIDRATAÇÃO,17,393.72
TIJUCA,ESTÉTICA,Agosto,LIMPEZA DE PELE,6,238.44
TIJUCA,ESTÉTICA,Agosto,PEELING DE DIAMANTE,81,2649.51
TIJUCA,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,38,1088.7
TIJUCA,ESTÉTICA,Fevereiro,CARBOXITERAPIA,3,72.36
TIJUCA,ESTÉTICA,Fevereiro,HECCUS,3,64.80000000000001
TIJUCA,ESTÉTICA,Fevereiro,HIDRATAÇÃO,26,602.16
TIJUCA,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,10,397.40000000000003
TIJUCA,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,51,1668.21
TIJUCA,ESTÉTICA,Fevereiro,PRÓ- SHAPE,1,39.7
TIJUCA,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,21,601.65
TIJUCA,ESTÉTICA,Julho,CARBOXITERAPIA,4,96.48
TIJUCA,ESTÉTICA,Julho,HECCUS,6,129.60000000000002
TIJUCA,ESTÉTICA,Julho,HIDRATAÇÃO,5,115.8
TIJUCA,ESTÉTICA,Julho,LIMPEZA DE PELE,4,158.96
TIJUCA,ESTÉTICA,Julho,PEELING DE DIAMANTE,143,4677.53
TIJUCA,ESTÉTICA,Julho,PRÓ- SHAPE,1,39.7
TIJUCA,ESTÉTICA,Julho,RADIOFREQUÊNCIA,25,716.25
TIJUCA,ESTÉTICA,Junho,CARBOXITERAPIA,1,24.12
TIJUCA,ESTÉTICA,Junho,HECCUS,4,86.4
TIJUCA,ESTÉTICA,Junho,HIDRATAÇÃO,2,46.32
TIJUCA,ESTÉTICA,Junho,LIMPEZA DE PELE,5,198.70000000000002
TIJUCA,ESTÉTICA,Junho,PEELING DE DIAMANTE,99,3238.29
TIJUCA,ESTÉTICA,Junho,RADIOFREQUÊNCIA,32,916.8
TIJUCA,ESTÉTICA,Maio,CARBOXITERAPIA,2,48.24
TIJUCA,ESTÉTICA,Maio,HECCUS,13,280.8
TIJUCA,ESTÉTICA,Maio,HIDRATAÇÃO,4,92.64
TIJUCA,ESTÉTICA,Maio,LIMPEZA DE PELE,4,158.96
TIJUCA,ESTÉTICA,Maio,PEELING DE DIAMANTE,81,2649.51
TIJUCA,ESTÉTICA,Maio,RADIOFREQUÊNCIA,39,1117.35
TIJUCA,ESTÉTICA,Março,CARBOXITERAPIA,6,144.72
TIJUCA,ESTÉTICA,Março,HECCUS,5,108.0
TIJUCA,ESTÉTICA,Março,HIDRATAÇÃO,5,115.8
TIJUCA,ESTÉTICA,Março,LIMPEZA DE PELE,42,1669.0800000000002
TIJUCA,ESTÉTICA,Março,PEELING DE DIAMANTE,56,1831.76
TIJUCA,ESTÉTICA,Março,RADIOFREQUÊNCIA,38,1088.7
TIJUCA,ESTÉTICA,Novembro,HECCUS,3,64.80000000000001
TIJUCA,ESTÉTICA,Novembro,HIDRATAÇÃO,11,254.76
TIJUCA,ESTÉTICA,Novembro,LIMPEZA DE PELE,2,79.48
TIJUCA,ESTÉTICA,Novembro,PEELING DE DIAMANTE,21,686.91
TIJUCA,ESTÉTICA,Novembro,PRÓ- SHAPE,2,79.4
TIJUCA,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,4,114.6
TIJUCA,ESTÉTICA,Outubro,CARBOXITERAPIA,3,72.36
TIJUCA,ESTÉTICA,Outubro,HECCUS,4,86.4
TIJUCA,ESTÉTICA,Outubro,HIDRATAÇÃO,37,856.92
TIJUCA,ESTÉTICA,Outubro,LIMPEZA DE PELE,4,158.96
TIJUCA,ESTÉTICA,Outubro,PEELING DE DIAMANTE,55,1799.05
TIJUCA,ESTÉTICA,Outubro,PRÓ- SHAPE,3,119.10000000000001
TIJUCA,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,7,200.54999999999998
TIJUCA,ESTÉTICA,Setembro,CARBOXITERAPIA,4,96.48
TIJUCA,ESTÉTICA,Setembro,HECCUS,12,259.20000000000005
TIJUCA,ESTÉTICA,Setembro,HIDRATAÇÃO,29,671.64
TIJUCA,ESTÉTICA,Setembro,LIMPEZA DE PELE,5,198.70000000000002
TIJUCA,ESTÉTICA,Setembro,PEELING DE DIAMANTE,66,2158.86
TIJUCA,ESTÉTICA,Setembro,PRÓ- SHAPE,2,79.4
TIJUCA,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,26,744.9
TIJUCA,LAVIEEN,Abril,LAVIEEN,59,5708.25
TIJUCA,LAVIEEN,Agosto,LAVIEEN,98,9481.5
TIJUCA,LAVIEEN,Fevereiro,LAVIEEN,37,3579.75
TIJUCA,LAVIEEN,Julho,LAVIEEN,107,10352.25
TIJUCA,LAVIEEN,Junho,LAVIEEN,104,10062.0
TIJUCA,LAVIEEN,Maio,LAVIEEN,64,6192.0
TIJUCA,LAVIEEN,Março,LAVIEEN,40,3870.0
TIJUCA,LAVIEEN,Outubro,LAVIEEN,117,11319.75
TIJUCA,LAVIEEN,Setembro,LAVIEEN,114,11029.5
TIJUCA,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,2,615.64
TUCURUVI,ESTÉTICA,Abril,CARBOXITERAPIA,1,24.12
TUCURUVI,ESTÉTICA,Abril,HIDRATAÇÃO,6,138.96
TUCURUVI,ESTÉTICA,Abril,LIMPEZA DE PELE,23,914.0200000000001
TUCURUVI,ESTÉTICA,Abril,PEELING DE DIAMANTE,58,1897.18
TUCURUVI,ESTÉTICA,Abril,PRÓ- SHAPE,1,39.7
TUCURUVI,ESTÉTICA,Abril,RADIOFREQUÊNCIA,14,401.09999999999997
TUCURUVI,ESTÉTICA,Agosto,HECCUS,5,108.0
TUCURUVI,ESTÉTICA,Agosto,HIDRATAÇÃO,18,416.88
TUCURUVI,ESTÉTICA,Agosto,LIMPEZA DE PELE,18,715.32
TUCURUVI,ESTÉTICA,Agosto,PEELING DE DIAMANTE,63,2060.73
TUCURUVI,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,15,429.75
TUCURUVI,ESTÉTICA,Fevereiro,HECCUS,1,21.6
TUCURUVI,ESTÉTICA,Fevereiro,HIDRATAÇÃO,4,92.64
TUCURUVI,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,10,397.40000000000003
TUCURUVI,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,33,1079.43
TUCURUVI,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,4,114.6
TUCURUVI,ESTÉTICA,Julho,HECCUS,4,86.4
TUCURUVI,ESTÉTICA,Julho,HIDRATAÇÃO,2,46.32
TUCURUVI,ESTÉTICA,Julho,LIMPEZA DE PELE,10,397.40000000000003
TUCURUVI,ESTÉTICA,Julho,PEELING DE DIAMANTE,63,2060.73
TUCURUVI,ESTÉTICA,Julho,RADIOFREQUÊNCIA,18,515.6999999999999
TUCURUVI,ESTÉTICA,Junho,HIDRATAÇÃO,10,231.6
TUCURUVI,ESTÉTICA,Junho,LIMPEZA DE PELE,16,635.84
TUCURUVI,ESTÉTICA,Junho,PEELING DE DIAMANTE,55,1799.05
TUCURUVI,ESTÉTICA,Junho,RADIOFREQUÊNCIA,8,229.2
TUCURUVI,ESTÉTICA,Maio,CARBOXITERAPIA,1,24.12
TUCURUVI,ESTÉTICA,Maio,HECCUS,1,21.6
TUCURUVI,ESTÉTICA,Maio,HIDRATAÇÃO,6,138.96
TUCURUVI,ESTÉTICA,Maio,LIMPEZA DE PELE,24,953.76
TUCURUVI,ESTÉTICA,Maio,PEELING DE DIAMANTE,61,1995.31
TUCURUVI,ESTÉTICA,Maio,RADIOFREQUÊNCIA,15,429.75
TUCURUVI,ESTÉTICA,Março,CARBOXITERAPIA,2,48.24
TUCURUVI,ESTÉTICA,Março,HIDRATAÇÃO,4,92.64
TUCURUVI,ESTÉTICA,Março,LIMPEZA DE PELE,27,1072.98
TUCURUVI,ESTÉTICA,Março,PEELING DE DIAMANTE,51,1668.21
TUCURUVI,ESTÉTICA,Março,PRÓ- SHAPE,2,79.4
TUCURUVI,ESTÉTICA,Março,RADIOFREQUÊNCIA,15,429.75
