Unidade do agendamento,Grupo,Mês Atendimento,Procedimentos Padronizados,Quantidade (cortesia),Custo Direto (corteisa)
TUCURUVI,ESTÉTICA,Novembro,HECCUS,6,129.60000000000002
TUCURUVI,ESTÉTICA,Novembro,LIMPEZA DE PELE,3,119.22
TUCURUVI,ESTÉTICA,Novembro,PEELING DE DIAMANTE,23,752.33
TUCURUVI,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,1,28.65
TUCURUVI,ESTÉTICA,Outubro,HECCUS,9,194.4
TUCURUVI,ESTÉTICA,Outubro,HIDRATAÇÃO,14,324.24
TUCURUVI,ESTÉTICA,Outubro,LIMPEZA DE PELE,13,516.62
TUCURUVI,ESTÉTICA,Outubro,PEELING DE DIAMANTE,52,1700.92
TUCURUVI,ESTÉTICA,Outubro,PRÓ- SHAPE,1,39.7
TUCURUVI,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,4,114.6
TUCURUVI,ESTÉTICA,Setembro,HECCUS,9,194.4
TUCURUVI,ESTÉTICA,Setembro,HIDRATAÇÃO,17,393.72
TUCURUVI,ESTÉTICA,Setembro,LIMPEZA DE PELE,7,278.18
TUCURUVI,ESTÉTICA,Setembro,PEELING DE DIAMANTE,37,1210.27
TUCURUVI,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,10,286.5
TUCURUVI,LAVIEEN,Abril,LAVIEEN,80,7740.0
TUCURUVI,LAVIEEN,Agosto,LAVIEEN,88,8514.0
TUCURUVI,LAVIEEN,Fevereiro,LAVIEEN,15,1451.25
TUCURUVI,LAVIEEN,Julho,LAVIEEN,98,9481.5
TUCURUVI,LAVIEEN,Junho,LAVIEEN,68,6579.0
TUCURUVI,LAVIEEN,Maio,LAVIEEN,81,7836.75
TUCURUVI,LAVIEEN,Março,LAVIEEN,18,1741.5
TUCURUVI,LAVIEEN,Novembro,LAVIEEN,16,1548.0
TUCURUVI,LAVIEEN,Outubro,LAVIEEN,69,6675.75
TUCURUVI,LAVIEEN,Setembro,LAVIEEN,67,6482.25
TUCURUVI,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,1,307.82
TUCURUVI,MEDICINA ESTÉTICA,Março,BOTOX POWER,1,307.82
VILA MASCOTE,ESTÉTICA,Novembro,HIDRATAÇÃO,3,69.48
VILA MASCOTE,ESTÉTICA,Novembro,LIMPEZA DE PELE,4,158.96
VILA MASCOTE,ESTÉTICA,Novembro,PEELING DE DIAMANTE,10,327.1
VILA MASCOTE,ESTÉTICA,Outubro,HIDRATAÇÃO,2,46.32
VILA MASCOTE,ESTÉTICA,Outubro,LIMPEZA DE PELE,3,119.22
VILA MASCOTE,ESTÉTICA,Outubro,PEELING DE DIAMANTE,5,163.55
VILA MASCOTE,LAVIEEN,Novembro,LAVIEEN,39,3773.25
VILA MASCOTE,LAVIEEN,Outubro,LAVIEEN,71,6869.25
